ImageID,Labels,Caption
11062.jpg,1 3 4 6 8 10,"A city street contains cars, a motorcycle and a bus."
1516.jpg,1,A pan topped with a pizza next to another pizza.
8530.jpg,1 2 13 6,A bus stopped at a corner with a fancy building in the background.
1781.jpg,1,A bathroom counter under a mirror with a white sink.
26991.jpg,7,A blue train traveling through a rural country side.
2070.jpg,1 6,"A bus that reads 851"" is parked at the side of the road."""
19853.jpg,1,A guy on a skateboard up on a ramp.
27972.jpg,1,A woman dressed as a child clutches a teddy bear.
13566.jpg,1,A woman pushing a stroller next to a man with a baby on his neck.
23032.jpg,1,A woman walking and talking on her phone outside.
15436.jpg,1,A skateboarder doing a trick with his board flipping.
2432.jpg,1,A skier making his way down a snowy slope
6856.jpg,16,Two large horned animals wander in a field of crops.
21344.jpg,1,A table with servings of pastries on trays.
25499.jpg,1,A person holding an old pocket watch in  hand
19021.jpg,5,An airplane sits on a runway in the middle of snowy grass.
13963.jpg,1 7,a big train rides over a bridge
27865.jpg,1 9,A woman sitting in a blue chair on top of a boat.
11579.jpg,1 15,A crowd of people gathered together wearing formal outfits.
10660.jpg,9 1,"Two people who are sitting in chairs, looking at the ocean."
21025.jpg,5,a black white and red jet grass and a runway
6584.jpg,1 19,A red haired woman riding a brown horse on a farm.
3217.jpg,18,an image of a golden haired dog lying his head on a bag in a car
7666.jpg,1,A man sitting on a side area next to a snow course.
25094.jpg,1,some skiers trees and a chairlift in the snow
29073.jpg,8 18,Dog sitting at the wheel of a big truck cab.
7188.jpg,1 10 3,A bus stand on a picturesque city street.
13755.jpg,1,A man flips his skateboard next to a building.
12005.jpg,17 18,A large brown dog laying next to a bat on a bed.
25218.jpg,1 15,A woman standing in front of a bus stop.
796.jpg,1,A person snow barding down a snowy hill
19301.jpg,10 3,Apartment building near a street intersection at sunset.
26435.jpg,1 19,A girl with bunny ears is sitting on a horse.
13671.jpg,10 7,A blue and yellow train traveling down train tracks.
28359.jpg,17,a cat at the toilet after a long night of drinking
10811.jpg,1,Baseball players on the field during a game.
15716.jpg,1,A man standing next to a couple holding a Wii game controller.
11301.jpg,4,a group of motorcycles parked together in a parking lot
24709.jpg,10 15,a street sign and a traffic light on a pole
13300.jpg,1,A woman and two children at a table preparing a pizza.
7770.jpg,1 3 6,A bus that can be seen through a side mirror.
18267.jpg,9 1,A lake filled with people floating on small boats.
5309.jpg,1,A man that is standing on a skateboard on the concrete.
9314.jpg,1,"A pink, orange, yellow and green kite on the ground at a park."
6609.jpg,4,A black motorcycle parked in a empty parking lot.
3101.jpg,1,Several skiers and others near ski racks in a snowstorm.
29645.jpg,1 9,A bunch of the same boats lined up beside each other in the ocean.
8276.jpg,1,A man in a brown suit standing next to a window with curtains.
23940.jpg,1 10 7,A small short train car on a steel track.
11459.jpg,1 10 3,There is a male SKATEBOARDER RIDING HIS BOARD IN THE STREET
6693.jpg,16 1 19,Woman holding the reins of a horse in front of a crowd.
26.jpg,1,A young boy playing soccer on a grassy field
5765.jpg,19,A horse with white legs and a white streak on its face.
6030.jpg,1 9,A dock filled with boats in a lake during a sunset
11047.jpg,8 1 2 3,Interesting artistic monument with bikes locked onto it
3099.jpg,8 3 13,a pole that has a few signs on it
28569.jpg,1,a baseball player getting ready to swing a bat
10924.jpg,1,there are two surfers that are walking towards the water
20558.jpg,19,Three horses standing on a lush green  hillside.
21476.jpg,1,A table topped with a phone and a card.
12523.jpg,10 3 14,a car with its door open on a street corner.
15494.jpg,8 3 6,A bus drives down the street in a residential area.
6071.jpg,8 5,Large airplane in service area at urban airport.
5700.jpg,1,A woman on a court swinging a tennis racket.
21098.jpg,1,A group of men and woman brushing their teeth.
13536.jpg,11,A red fire hydrant in an Asian country.
20052.jpg,1,A man feeding a baby giraffe a bottle.
16621.jpg,1,A little girl that is sitting in front of a table.
15212.jpg,17,A cat poking it's head through a small window in a stone wall.
7596.jpg,16 9,two small boats in a large body of water
16394.jpg,1,Two people in orange jackets smile as they ski up a road.
26471.jpg,1 5,A small blue and white plate sitting on a small runway.
16503.jpg,1,A white pedestrian crossing sign on a pole.
18159.jpg,1 18 3,A couple of dogs and a man in the grass.
6454.jpg,1,A picture of a couple people playing in the sand.
5118.jpg,8 1,a man standing in front of a truck filled with bunches of green bananas
2231.jpg,1 17,A woman sitting at a wooden table next to a white cat.
26197.jpg,13,a stop sign two suitcases snow and buildings
15055.jpg,15,A stone bench sits beside a trail on the side of a hill.
19188.jpg,1 15,A baseball player getting ready to hit a ball.
1590.jpg,10 7,A train station that over looks a mountain range.
24839.jpg,1,"Male skateboarder in mid air, outside, in cool weather."
12008.jpg,1,A few men looking at a table filled with food.
24186.jpg,18,Someones refrigerator covered with pictures of dogs.
6472.jpg,1 15,A man riding a skateboard down a stone walkway.
27008.jpg,1,A little girls gazes up at a dazzling kite.
14702.jpg,1 4,A man riding a motorcycle in front of a building.
17178.jpg,1,a man showing a piece of hardware he took apart
19241.jpg,1,A person that is snow skiing down a hill.
1592.jpg,1 3,A person doing skateboard tricks on the steps
14133.jpg,1,A woman holding a smart phone standing next to a woman.
13042.jpg,1,People riding waves on top of surf boards.
18531.jpg,1,the girls are standing and holding tennis rackets
23584.jpg,1 18 15,A woman has a large husky with a red jacket.
8637.jpg,1,Soccer players contending over a ball here a Colnett on a field
1082.jpg,1 3 13,A man is standing by a stop sign.
4374.jpg,1,A black and white photograph shows three women are using a machine in a factory.
24192.jpg,1,A group of people standing around bags of luggage.
3221.jpg,16 1,A bird sitting in a tree with orange fruit or flowers.
7852.jpg,14,A meter on the street with stickers on it
28129.jpg,8,A blue semi truck without a trailer is parked along the curb.
2303.jpg,1,A woman holding a mirror with makeup on her face.
18973.jpg,1 3 4,Two men are inspecting a silver motorcycle together
3546.jpg,1,A table with some very tasty looking food.
21590.jpg,1 7 9 15,The yellow commuter train is pulling into the station.
10596.jpg,1,A man standing in a park looking at trees.
20205.jpg,1 3,some cows walking on a road with a person behind them
6867.jpg,1,Woman are outside serving people food on a large table.
6512.jpg,1,A man holds cables that are attached to a kite.
12787.jpg,1,Two women kneeling in the grass next to lambs.
6194.jpg,8,A tall giraffe standing next to a building under trees.
27563.jpg,1,A person sitting at a table eating food while wearing a hat.
24199.jpg,1,a woma putting a pizza into an oven
2713.jpg,1,A woman swinging a tennis racket at a ball on a clay tennis court.
6156.jpg,1,a hot dog that has some ketchup and sour on it
12841.jpg,1 3,A group of people eating outdoors near a car with an open trunk.
6347.jpg,1,A person laying on  abed with their feet up
20925.jpg,3,Luggage is lined up inside a terminal as a cab drives by.
11143.jpg,8 1 3,A military lorry carrying officers on a road with cars next to it
14521.jpg,11,"A yellow fire hydrant in an empty lot, overgrown with weeds."
26506.jpg,9 1,Filtered photograph of boat and person windsurfing in ocean.
7018.jpg,17,A cat is laying on top of a laptop computer.
1904.jpg,1 10 3 4,A woman riding a motor cycle next to a man.
5725.jpg,1,a man using the kite in the waters of the ocean
8260.jpg,1,A boy and man playing a game in a living area.
22430.jpg,1 4,A man riding a motorcycle with a woman and a baby sitting on the back of it.
27902.jpg,1,A person standing on a tennis court holding a racket.
21456.jpg,1 3,A girl wearing sunglasses holding a doughnut and a coffee.
434.jpg,1,a little girl is sucking her thumb and a few people in the background
18849.jpg,1 3 6,A red double decker bus driving down a street.
27105.jpg,1 7,"A train on train tracks at night, at a train station."
4856.jpg,8,Snow covered hills are in the distance of a freeway road with trucks on it.
27101.jpg,1,A group of people sitting at a table having a meal.
29373.jpg,1,A skateboarder demonstrated a trick while skating at the park.
8986.jpg,1,Oranges and Onions are on display at a Farmers Market.
2834.jpg,19,A brown horse standing near a brown and white cow.
2203.jpg,17,A cat reaching into a stream of water in a sink
3445.jpg,1,A man stretches to reach a tennis ball during a game
15925.jpg,8 1 2 15,Lots of balloons floating in front of tall buildings.
13657.jpg,19 1 3 6,A person walking a small brown horse across a field.
28028.jpg,3 10 11,A brown stone building with blue wood shutters.
6962.jpg,17,A gray and white cat eating carrots on top of a table.
8701.jpg,1 19,A person petting the face of a brown and white horse.
7506.jpg,1,A man with a wristband is smiling while talking on a cell phone.
4280.jpg,9 1,A MAN GETTING PULLED FROM A BOAT IN THE WATER
3767.jpg,1,A man wearing a neck tie and a white shirt.
26776.jpg,1,A kitchen with white appliances and tile floor.
25527.jpg,1 18,a number of dogs eating food out of bowls on the ground
21769.jpg,17 1,A man sitting in a car with a cat on his back.
8753.jpg,1,A man holding a cell phone up to the camera.
17822.jpg,8 1 10 3,a big long road with businesses all over it
25056.jpg,1,Boy siting on a blue chair eating a sandwich and cereal.
8722.jpg,16 1,A girl on the tennis court holding a racquet.
15174.jpg,1,a close up of a person holding a surf board on a beach
11103.jpg,1 15,a skater is holding out his hand and flashing a symbol
24315.jpg,9 1,A yellow boat floats past a rainbow on a river.
743.jpg,1,Remains of various deserts are situated on a table.
9326.jpg,16 1 3,A family at the petting zoo with their child
24084.jpg,1,a man in a gray suit and a brown tie
5378.jpg,1,A woman entering a hotel like room with all wooden decor and a tv mounted on the dresser.
19178.jpg,10,A red pedestrian signal in a city with skyscrapers
10407.jpg,1,A man standing over a blender on top of a counter.
3238.jpg,1,A couple of baseball players standing next to each other.
15175.jpg,1 19,Looking down a dirt road past the horse pulling a wagon
7240.jpg,1,A very delicious looking Devil's Food cake with white icing.
14180.jpg,9 1,A large white boat in the open water.
18018.jpg,8 1 19,A truck pulling a wagon with a horse in it
932.jpg,19,A white horse standing in the middle of a forest.
14284.jpg,1,A giraffe munching on leaves with man standing in front.
8382.jpg,1,A guy on a skateboard up on a ledge.
10888.jpg,1,Two men standing beside each other at the tennis court
21258.jpg,7,An abandoned train with graffiti on the side of it.
28494.jpg,1,A man riding a paddle board on top of a river.
22306.jpg,1,three surfers holding their surf boards while standing in the mud
3484.jpg,1,there is a white plate that has a salad with grapes in it
26320.jpg,1 2 5,A small white airplane parked in a building.
15530.jpg,1 18 3,A dog is about to play catch with a frisbee in a fenced yard.
9709.jpg,1 15,Over view of the people in an airport.
29848.jpg,8 9,A nighttime view of a marina filled with boats.
18025.jpg,1,a small girl with a red shirt is talking on a cell phone
21640.jpg,1 5,Military aircraft waiting for clearance to take off on the runway.
1368.jpg,7,a old train that is parked on a old track
7590.jpg,1,A man and woman playing video games next to a fireplace
4204.jpg,19 1 2 3,Two horse drawn carriages travel down an old looking street.
12210.jpg,1,There's an Angels baseball player signing a baseball bat.
28402.jpg,18 15,A dog laying on the ground next to a body of water.
1547.jpg,1,A child standing in front of a television with a remote.
16677.jpg,4 15,two motorcycles parked indoors on tiled floor
21183.jpg,8 1 15,A man standing in a yard holding a white frisbe.
18975.jpg,17,A cat standing by a cake and a white plate.
12200.jpg,1 4 6,A black and white picture with a woman leading cows down a road
14765.jpg,1,An elephant performing tricks on a stool in a circus.
10712.jpg,1 3 4,A picture of a motorcycle parked on a brick paved section of the street.
16169.jpg,1,Two people are performing skateboard tricks while others watch.
20068.jpg,8 10 3,Plants on the edge of a street near traffic lights and signals.
10010.jpg,1 18 2,Two dogs are sitting in a cart attached to a parked bicycle.
19957.jpg,1,A man and women that are standing on snowboards in the snow.
26044.jpg,10 7,A train is pulling into a train station.
7479.jpg,1 15,A group of children sitting around a table topped with two sheet cakes.
8545.jpg,8 1 4,A motorcycle and truck that are on display.
1285.jpg,15,a white bench sitting between two hedges
25570.jpg,15,"A student's copy of Shakespeare's Bill Bryson"" sits on a table outside."""
9274.jpg,1 2 9 15 18,A man jumping his bicycle onto a bench.
9445.jpg,1 3 15,A  person on a skate board doing stunts.
8825.jpg,1,a person is wearing goggles while carrying his skiis
1935.jpg,1,A man standing on top of a sandy beach with a surfboard.
20089.jpg,1,A toddler is standing next to a pile of paper on the floor.
4899.jpg,1,Children gather around a U.S. soldier as he slices a large cake.
22747.jpg,9,A white boat sitting on top of a sandy beach.
28161.jpg,18 15,Two dogs that are standing in the dirt.
10662.jpg,3 1 2 11,a man that is on top of his bike
13754.jpg,17,A cat sleeping on top of a red piece of luggage.
3991.jpg,1 4,an overweight man with a sleeveless shirt riding a motorcycle
3447.jpg,15,A bench sits by a tree and looks at a snow covered field.
14221.jpg,1,A young guy in a dress shirt and tie standing in a kitchen.
20493.jpg,1 4,Plaza full of Asian people in a market full of things to buy.
1185.jpg,1 18 3,Two elephants are being rode down the city street.
7836.jpg,1 18,A white-bearded man stands holding a puppy and a stuffed animal.
8970.jpg,1 3,a number of young people with tennis rackets
3021.jpg,1,A couple of kids standing next to a kite.
9368.jpg,8 1 3 6,A woman standing ion a street that has been roped off.
8527.jpg,1 4,There is a red motorcycle parked on the street.
13996.jpg,1 19,A group of men riding on the backs of horses.
19716.jpg,1 3,Several men who are playing volleyball in the sand.
9955.jpg,1,A man flying through the air while riding skis.
6211.jpg,1 2 3 8 11 18,A street scene shows people with two dogs.
28159.jpg,8 1 10 4,A company truck towing a motorcycle bike in the back.
21066.jpg,17,Cat laying on keyboard of computer that is turned on.
24377.jpg,1 2,"A woman with a red hat, sunglasses, and red parasol on the beach."
4595.jpg,1 10 6 15,Double decker buses drive down an urban street.
15068.jpg,19,Horses standing nose to nose in outdoor fenced area.
13349.jpg,16,Bird with yellow wings and white belly sits atop large tree leaf
24815.jpg,1,a man wearing a nametag holding onto something to eat
12084.jpg,16,"A large clock with orioles"" written above it."""
13661.jpg,11,a small red and blue sign next to a buliding
13513.jpg,1 15,A bunch of people gathered together for a small party.
25762.jpg,9 1,Two boats with umbrellas and people riding the boats next to a pier in the water.
18436.jpg,1,An old lady sits in a dark room.
16950.jpg,1,A man showing off his bowl of noodles and vegetables
23427.jpg,1 4,A person holding a black and red umbrella while walking down a shopping mall.
12194.jpg,16,a reddish colored bird sitting on a stone structure
19284.jpg,1,A beautiful blond woman with her arms around a guy.
10330.jpg,17,The cat is laying on top of the laptop
9123.jpg,1,A baby laying on top of a blanket in front of a bear.
15969.jpg,1,A woman is holding a rainbow umbrella on a sunny day.
5142.jpg,1,A male durfer and his board staring at the ocean waves.
22840.jpg,1 5,a blue and yellow plane flying in the air.
4993.jpg,18,A dog trots across a yard with a green flying disc in his mouth.
29874.jpg,1 6,A bus parked in front of a building in a driveway.
13347.jpg,1,A crowd of people standing under a very large metal sculpture.
3811.jpg,1 17,The kitten is enjoying the treats on the plate.
14615.jpg,1,A kid swings a baseball bat in black and white.
13123.jpg,3,A chair with a black teddy bear in it on the sidewalk.
2291.jpg,1,A beautiful woman sitting down at a table with a glass.
1216.jpg,13,A stop sign next to a road that has been blocked off with barriers.
17235.jpg,1,A woman standing next to a brown cow in a arena.
19882.jpg,1,A couple of people playing a game of tennis.
3603.jpg,1,A woman brushes the teeth of the baby.
13286.jpg,1,A small pizza smothered in lots of cheese.
22871.jpg,1 3,A man in a business suit is holding a smartphone in each hand.
27806.jpg,1,A small child is petting a brown cow by a fence.
25760.jpg,17,Small brown and white cat laying down on the floor.
10705.jpg,1,Two women standing in the sand holding racquets.
24258.jpg,1,An older man at a sporting event is holding his plate of food.
20247.jpg,8 1 10 3,a construction truck holding two workers next to a power line.
1659.jpg,1,Two players vie for control of the ball on a soccer field.
10262.jpg,1,Guy riding skateboard in a park in front of graffiti filled wall
20476.jpg,1,A young boy learns to downhill ski on a gentle mountain slope.
16425.jpg,1,A young man sets up his  electronics in the living room.
842.jpg,1,a man on a surfboard riding a wave
2977.jpg,1,A girl sitting alone next to a ten on a public place.
7408.jpg,3 10 11,A street corner with a box on it is shown.
12218.jpg,1,A woman riding roller skates in an attic.
12274.jpg,7,two yellow and black train engines are pulling its red train cars
16887.jpg,1,A couple of people riding on the backs of elephants.
17817.jpg,9 3 1 15,A harbor filled with a barge and two boats.
2091.jpg,1 19,a horse bucking in the sand surrounded by people
17928.jpg,1,A person standing by a bottle on a counter.
26538.jpg,1 3 15,A group of men sitting next to each other on a bench.
19051.jpg,18,A boston terrier dog standing on the grass with a toy in front of it.
6367.jpg,16,a small bird is standing on a chair
3063.jpg,1,A boy holding his skateboard behind him and covering his behind.
22186.jpg,1,A photo of a group of cows in a pen
9191.jpg,17,A couple of cats laying on top of a multi layer cat toy.
791.jpg,1,A group of young men posing for a picture on a tennis court.
11000.jpg,19,Two horses graze on grass in a field.
12456.jpg,1,A lady is in a store holding an umbrella upside down.
29946.jpg,1,a woman in a dress holding a glass while eating something
2633.jpg,1 15,Young person standing in the hole in a red uniform.
3297.jpg,1,Two women are paddling with oars on the water.
7155.jpg,1,a person sitting on a snow board on a mountain
23880.jpg,1,A man with a beard and hat biting into food.
26411.jpg,2,"A group of bicycles stacked outside Edmonton Bicycle Commuters"""""
11412.jpg,1,a group of people working in the kitchen
5521.jpg,1,A group of men playing soccer on a snowy field.
6004.jpg,4,THERE IS A MOTORCYCLE THAT IS IN THE GRASS
15691.jpg,1 3,A man riding down the side of a skateboard ramp.
4100.jpg,1,A woman floating in a  large blue pool of water.
7926.jpg,15,A room with chrome finish and two seated areas.
24644.jpg,1 18,A small brown long haired dog posing in front of a camera.
15035.jpg,3,A bus stop sign next to a parked car with colorful walls.
27598.jpg,7,a yellow and blue train is on some tracks
11092.jpg,1,At the picture is a scene of an outside town.
19038.jpg,17,a cat is following a hand on the television screen
16796.jpg,1,a kid sitting down eating a slice of pizza
14.jpg,1 13 7,A stop sign directs pedestrians as a train travels by.
27730.jpg,1,An adorable young girl flying a kite amongst a beautiful blue sky.
4778.jpg,1,A child holds a toy up to their face.
2792.jpg,1,A person stands out amongst a black and white background
15766.jpg,1,A girl sitting at a table with a pizza and drink in front of her.
11119.jpg,1 15,Baseball and batter just after ball has been hit.
24610.jpg,1 5,a big airplane that is parked on a runway
16366.jpg,1 10 3,There are group of people crossing the street with cars.
5922.jpg,1,A baseball player holding a baseball bat on a field.
23002.jpg,1 6,Red double decker buses are in a parking lot.
29288.jpg,1 6,A double decker bus driving past tall buildings.
20429.jpg,1,THERE ARE TENNIS PLAYERS PLAYING TENNIS ON THE COURT
9881.jpg,1 10 7,A man that is standing outside a train.
8067.jpg,17,a white cat is laying on a wood desk
22901.jpg,1,A skier poses for a photo at the top of a mountain.
25704.jpg,1 2 3,A women at a stall sells colorful animal shaped kites.
27561.jpg,1,Group of people in jerseys reaching for a frisbee on a field.
98.jpg,1 3,A sandwich and a glass of wine at an outside eatery.
2606.jpg,1 2 3 6,A double decker bus with 2 bikes and a man in front of it.
11050.jpg,2 10,A bike parked under a traffic light next to a blue sign.
27489.jpg,1,A group of men sitting on a snow slope while attached to snowboard.
21495.jpg,1,a snow boarder making a flip on a snow hill
22509.jpg,1,a woman laying on the bed smiling while using her laptop.
7038.jpg,1,A man is looking at something in the room with him.
25690.jpg,7,A train car sitting in front of a train station.
5.jpg,1,A young man riding a skateboard into the air.
26288.jpg,1 10 3 6,A white and red bus driving down a street.
24469.jpg,1,A group of give people waring skis standing side by side.
5012.jpg,10 3,Colored lights next to a city street at night time
21712.jpg,1,A man holding up a tie still in its package
19450.jpg,8 1 5,A large jet sitting on top of an airport tarmac.
5413.jpg,17,A steel colored ladder that is leaning against a wall and has a cat on it.
8803.jpg,8 1 2,A bus with a yellow bicycle parked next to the windows.
461.jpg,17,a living room with a television and three book cases
18118.jpg,1,Surfer riding a small wave on his surf board.
440.jpg,16,A group of birds in a pine tree looking around.
20891.jpg,1,A man in a military uniform holding a drink in his hand.
22580.jpg,11 3 13 15,A lone building that is next to a fire hydrant.
23221.jpg,1,A woman riding a surfboard in a bikini bottom on a wave.
20347.jpg,1,Two people in the living room playing the Nintendo Wii.
28998.jpg,1 10 19,A sculpture of a man riding a horse while holding a cross.
11554.jpg,1,a small boy with a blue bib is eating
16051.jpg,1,Two men are playing a video game at a crowded video game event.
1938.jpg,7,A commuter train is traveling down a track.
4215.jpg,1 19,Two people on horses in front of a crowd of people.
9117.jpg,8 10 3,Two cars driving under a street sign on a highway.
22129.jpg,1,There is a man who is playing a game of tennis.
4870.jpg,8 5,A passenger jet airplane taking off with mountains in the background.
24150.jpg,11,"A fire hydrant is decorated with the colors of the American flag: red, white, and blue."
28637.jpg,1,a man on a surf board in a body of water
12069.jpg,1 10 7,A yellow train traveling alongside of city street.
7975.jpg,19,A horse is in a field by itself.
15561.jpg,1,The cheese stretches as a man takes a slice of pizza.
20972.jpg,1,A woman with sunglasses by two zebras in the background.
26341.jpg,1,A person is sitting out on rocks where water is splashing up
11076.jpg,8 1 3,A semi truck pulling a trailer behind it down a street.
18956.jpg,1,A man pushing a luggage bard through the middle of an airport.
7704.jpg,16,A yellow bird perched on leafy  tree branch
23060.jpg,1,a persong swinging a tennis racket hitting a tennis ball
28774.jpg,8,Three big rigs parked in a row in a field.
18331.jpg,1,A couple of men sitting around a wooden table together.
5069.jpg,1 7,A person walking by looks at a trolley with graffiti on it.
13690.jpg,1 2 3,A suited businessman smoking a cigarette at a crosswalk.
18795.jpg,1 15,A boy standing in the grass playing frisbee.
7222.jpg,10,A building on the side of a street next to a traffic light.
9408.jpg,16,A bird walking through a lush green forest.
26171.jpg,1,Several people in chef hats stand around a shelf with bowls of food.
879.jpg,1 5 9,Some people who are watching an airplane fly over the ocean.
26242.jpg,1,Two women standing outside with umbrellas near a building.
23641.jpg,16 5,A large airplane is flying through the sky
12557.jpg,1,A blue table topped with a red basket full of fries and a burrito.
24044.jpg,1,Three young girls playing a game of soccer.
5465.jpg,16,A bird sits on a warning side by the water
7511.jpg,1 7,a train being operated on a train track
18712.jpg,8 1 3,A young boy in the outfield during a baseball game
12897.jpg,1 3,A tennis player caught in the middle of a serve.
7664.jpg,1,a man riding a snowboard into the air.
13119.jpg,1,A couple of people riding surfboards on top of tall waves.
16290.jpg,1,Two people are walking down a street with umbrellas in the rain behind a couple also walking in the rain.
568.jpg,1,A man on a snowy slope on a snowboard.
25206.jpg,16,A couple of small birds flying just above a pool of water.
18325.jpg,10 3,Various cars passing an intersection under traffic lights.
20832.jpg,1,A tree covered with clocks next to a sidewalk.
6457.jpg,1,A young man holding a firsbee stands with a group of young people in a field.
19904.jpg,1,A male tennis player on a outdoor court about to serve the ball
9501.jpg,1 15,Several people are riding elephants in a park.
15005.jpg,1,a farmer putting a harness on the face of a cow
19489.jpg,1,A young child leaning over a tub filled with apples.
10835.jpg,1,A man with an umbrella jumping into the air.
28285.jpg,8 1 3,Two men sitting in a fruit market with big colorful umbrellas.
13445.jpg,19,A  HORSE IS STANDING A LONE AMONG A MOUNTAIN
7181.jpg,5,Looking out of an airplane widow to the wing of the plane and another small plane is on the ground next to it.
20887.jpg,10 3,A traffic light continues to function after it has been nearly knocked over in the snow.
27048.jpg,1 19,A rider approaches a large horse with his companion.
8046.jpg,1,A child sits in front of a variety of food.
12907.jpg,1,A group of animals walking down a dirt road.
8302.jpg,1,A woman and a young child making a pizza with the toppings in bowls in front of them.
25004.jpg,1,Young woman snowboarding on a slight incline covered with snow.
23381.jpg,1 11,Two boys wearing plaid pants and one carrying a lunch box.
2333.jpg,1,a baseball player is kneeling down at a game
29498.jpg,1 3,A man holding an old briefcase walks down a street.
29155.jpg,1 4,a green motorcycle and a blue motorcycle
9081.jpg,1,The young woman is cutting the young man's hair.
28543.jpg,1,A person standing in shallow water flying a long kite.
2525.jpg,1,A young girl flies a kite shaped like a butterfly.
9876.jpg,1 18 4,A man with a dog on his motorcycle wearing googles
26241.jpg,1 3,Two elephants walking down a busy road past a walking man.
19336.jpg,1 3,A room full of people sitting at several tables eating and drinking.
13688.jpg,4,A motorcycle sideview mirror reflecting the Eiffel tower.
13727.jpg,13,A mixture of frames with crayons describing color.
20042.jpg,1 18,a black and brown dog wearing a yellow and green hat
6489.jpg,1,A couple of women holding up smart phones in their hands.
22579.jpg,13,A stop sign sits before the highway marker directing where to go.
4454.jpg,1,A baseball player holding a bat on top of a baseball field.
17944.jpg,9,A red and yellow sign for the life guards and an umbrella on a beach near the ocean.
29089.jpg,1 2,A skateboarder rides his skate board up a colorful ramp.
21750.jpg,1 6,A double decker tour bus sitting on the side of a road.
24019.jpg,1 6,Two white busses on street next to trees.
27312.jpg,1,A woman gives a thumbs up sign while sitting in front of a sandwich.
6733.jpg,1,A hand holding a Blackberry phone taking a picture.
8653.jpg,9 1,A white ferry boat transporting a lot of people.
20113.jpg,1,A man and two little girls standing in front of a giraffe.
3892.jpg,17,Cat standing on sink edge next to running faucet.
2613.jpg,16 10,a couple of birds on a street light pole
18468.jpg,17,A cat sitting on an organ looking out a window
9238.jpg,5,There are six planes flying through the sky.
6176.jpg,1,Two women are talking while one is eating
11518.jpg,7,"A red Harbor"" train travels past the train station"""
20407.jpg,8 1 10 6,A city scene of a street and sidewalk with a truck and people walking in the rain.
27276.jpg,17,A orange and white cat with large blue eyes.
26417.jpg,1,a hamburger and a hot dog that is on a plate
9953.jpg,1,A male surfer dressed in black riding a wave.
6935.jpg,9 1,A body of water filled with rusted run down boats.
12138.jpg,5,A small airplane sitting on top of a tarmac.
1575.jpg,1,A man is holding what seems to be a banana.
28230.jpg,16 1 18,Someone holding a bird in front of a dog's face.
7988.jpg,16 1,The bird is eating from the mans hand.
18709.jpg,1 15,Two youths having fun in some quiet area.
1583.jpg,1 4,A man riding a red and white motorcycle on a race track.
21665.jpg,1,A man skating on a slope next to some trees
1520.jpg,1 18 3,A person kneeling behind a dog with words stating the dog is adopted across the picture.
29643.jpg,1 2 7,Two people with three bikes with a train in the background.
1617.jpg,1,A white sheep with a chair wrapped around it's neck in severe pain.
14219.jpg,8,A truck sits on a dirt patch on a hillside.
22330.jpg,9 1,A man and woman with an umbrella walking in the street.
12121.jpg,1 3,A baker is piling trays of baked goods
10764.jpg,1,A young boy swinging a baseball bat over a base.
29029.jpg,18,A red dog laying down next to a book.
19302.jpg,1,A man with a tennis ball sticking out of his skull.
9522.jpg,1,A woman holds a large bowl containing food.
14673.jpg,1,A few books are put on top of a desk.
13608.jpg,1 15,there are two ladies sitting on on end of a bench and a man at the other end
12604.jpg,1 3 4 6,a group of motorcycle riders sitting around on part of the road
15769.jpg,1,A person jumping through the air holding a tennis racquet.
12025.jpg,1,Two women with an umbrella watch a procession.
7621.jpg,1,A woman on skis jumping with her legs apart
28497.jpg,1 10,A giant elephant pulling a house behind it down a street.
5058.jpg,1,A group of young boys playing a soccer game.
29699.jpg,1 3 4 6 10,A man with a motorcycle next to some camera equipment.
18583.jpg,1,"A group of shots features people, pizza, and a TV."
26860.jpg,1,A man in a park trying to catch a Frisbee.
20600.jpg,13,A stop sign with a couple of street signs above it.
2318.jpg,1,"She's got it, yes she will hit the tennis ball."
20680.jpg,1 18,A lady with glasses and a dog lying on top of a bed
9829.jpg,1,A man in white and blue wetsuit with a surfboard.
405.jpg,17 15,A cat is sitting inside of a dish.
219.jpg,1,A small child on skis next to a group of adults also on skis.
4123.jpg,1,A man riding a skateboard on top of a sidewalk.
24940.jpg,14,A parking meter beside a concrete partition fence.
29801.jpg,16 9,A group of birds sitting on branches that are above water in a storm drainage ditch.
26938.jpg,1,A man holding an umbrella while looking forward.
25205.jpg,1 19,Four people on horseback stand at the shore on a beach.
8756.jpg,1,Four young men sitting on a bench with four skateboards.
29393.jpg,1 10 3 6,A bus driving down a street next to a traffic light.
2037.jpg,1,A woman sitting next to a box of fruit and vegetables.
7947.jpg,17 1,A ca standing next to a woman wearing a cat shoe.
1022.jpg,3 7,some snow and two trains on their tracks and some buildings
20038.jpg,1,A surfer watches another surfer ride a small wave.
7434.jpg,1,A close shot of a giraffe with people looking on.
10885.jpg,17,A cat sitting in a shelf surrounding by books
17050.jpg,1,A woman that is holding a racquet on a tennis court.
266.jpg,1,A person is holding a bucket while another feeds a giraffe.
19024.jpg,5,A plane that is flying in the sky.
22477.jpg,1,there are two men that are playing a video game
13005.jpg,1,A woman sits outside on a patio drinking a glass of red wine.
8861.jpg,1,A person in light blue coveralls snow skis down a white hill.
3827.jpg,1,A tennis player about to hit the ball.
